# La frase que sale bajo el nombre de cada personaje.
# identidad = el valor del campo 0xBA162C11 de la partida.
# Lo genera herramientas/construir_descripciones.py (NOTAS O-92).
identidad,descripcion
A7C736EF,Su imponente complexión física disuade cualquier ataque. Es difícil ignorar sus órdenes atronadoras.
A7D1B984,Sus poderes celestiales resultan muy útiles en el campo. Su apariencia causa furor entre las chicas.
A7D29F71,Tiene la manía de aparecer sin avisar. ¿A lo mejor es un fantasma?
A7D3DA8A,Siempre tiene sus músculos a punto para hacer piragüismo en el lago.
A7EE0303,"Su grupo quiere ser la próxima gran sensación, pero no saben tocar ni una nota."
A7F87919,Solo compra ropa barata porque cree que gastar dinero es tirarlo.
A803A4FE,Tiene tanto miedo a los virus que siempre lleva una máscara antigás de estilo militar.
A80CD6E1,Es el arma definitiva de Orión. Es imbatible tanto en inteligencia como en habilidad.
A8102AB4,Es el entrenador del Instituto Raimon. Construyó la leyenda de los imbatibles Inazuma Eleven.
A8155A8E,Una poderosa máquina destructora de fuerza inigualable. Cuenta con nuevos poderes concedidos por <FST:ZANARK>.
A8184DE2,Forma parte de los Reyes Celestiales de Falam Orbius. Controla el agua con gran habilidad.
A81BDDBA,Confunde al rival porque cuando se mueve parece que esté bailando.
A81C89CB,Todos sus hermanos son gemelos y trillizos. Sus reuniones familiares están repletas de doppelgangers.
A8229AC0,Respeta profundamente las tradiciones de su país y no le gustaría vivir muy lejos de casa.
A8294296,Se pone peluca para imitar a los antiguos nobles europeos.
A83F388C,"Le encantan las chicas, lástima que el sentimiento no sea mutuo."
A857BCA2,Es un manitas que puede fabricar todo tipo de objetos bonitos y cautivadores.
A8635544,Sucesora de <LST:HIBIKI> como entrenadora del Raimon. Es estricta y precisa en su guía hacia la victoria.
A86A652B,Cada día idea una nueva travesura que hace enfadar a alguien.
A86AEA66,"Cree que la inteligencia y la belleza lo son todo, lo que causa que esté en constante conflicto con su hermano <FST:KUKUDUR>."
A86F917B,El entrenador de los Bailarines Eternos. Domina los partidos con una energía infinita y un control milimétrico.
A8704325,Joven que se fugó de la prisión CONTRA. Odia seguir las normas y hace lo que le da la gana.
A870AB28,"Vive para la música y adora el rock, pero cree que muchos se unen al club para ser guais."
A8917DDD,Un novato con muchísima energía. Su gran evolución es toda una inspiración para su equipo.
A8B2D59C,"Un detective de primera que se llevó el premio al mejor comisario antes de morir, cuando <FLC:MINAHO> era un niño."
A8CDE11E,Niño de papá que siempre veranea en hoteles de playa del extranjero.
A8DDE880,Sabe cómo crear jugadas hipnóticas que deslumbran por su gracia y trayectoria impredecible.
A8E26B0D,Se dice que este portero oculta bajo la máscara unos colmillos gigantes.
A8E34179,Un delantero egoísta que quiere siempre más goles y se cabrea si alguien marca primero.
A8F03897,"Se da aires de intelectual, pero sus notas son un desastre."
A8F25B99,Se le da bien reunir información estadística de cualquier tipo para analizarla después.
A90F8B29,"Si la sopa con fideos chinos no sabe a cerdo, se queja."
A914D684,El diabólico ángel guardián del Zan que defiende la portería a toda costa.
A91934EF,"Un sólido defensa con mucho tirón, que marca a su rival sin dejarle escapar."
A91F82B7,Nunca juega sin su pañuelo en la frente. Dicen que canaliza su desbordante espíritu de lucha.
A920013A,Una delantera capaz de realizar tiros muy versátiles. No te dejes engañar por su expresión relajada.
A9212B4E,"Una joven heredera criada en tácticas de guerra y etiqueta, cuya sola presencia impone obediencia."
A928FF99,"Tras el Miximax con <FST:ZANARK>, juega incluso con más calma que antes."
A93031AE,Espera triunfar en el mundo de la música cantando temas de dibujos animados.
A930BEE3,Tiene una gran visión estratégica y siempre ayuda a sus compañeros.
A93252A0,Un aspirante a pinchadiscos y actual encargado de las transmisiones de la radio escolar.
A95317EA,"Es el hermano mediano del trío. Simpático y amable, es el compañero del equipo con quien todo el mundo se desahoga."
A9737529,Los fallos del oponente se traducen en victorias. Realiza unos saques de banda perfectos.
A995D695,"A pesar de su dulce rostro, está obsesionada con los bonsáis. A muchos estudiantes les atrae ese contraste."
A9A80F1C,Está siempre en la parra. Cuesta hacerle seguir una conversación.
A9A88051,"Estudiante y ""idol "" a tiempo parcial, es admirada tanto por su belleza como por su dulzura."
A9AD6367,Un jugador animado y agresivo convocado por el Abuelo.
A9ADFB4C,"El sustituto de <FUL:KINBEN>. Sus ganas de ganar hacen que lleve al equipo al límite, cueste lo que cueste."
A9B2C11F,"Su periódico sigue el loco sueño de un estudiante de a pie, que desea ser presidente del consejo estudiantil."
A9BBA787,¡Un avatar personalizado del jugador que iluminará el campo!
A9BE7506,"Su cara da miedo, pero es el romántico del equipo."
A9C1CEC9,Le encantan los retales y hace con ellos desde cortinas a sábanas.
A9C5C501,"Lo conocen como el ""Cazaosos "". Bajo su temperamento tranquilo, se oculta una furia sin igual."
A9D24083,"Es pequeño pero robusto e inteligente, además mantiene siempre la calma y tiene ojos en la nuca."
A9D2D8A8,El capitán del Protocolo Omega 3.0 tiene una fe ciega en sus habilidades.
A9E0F0F7,Es un director en ciernes. Le gustaría convertirse en el precursor del cine catarí.
A9EB28A1,Es muy sensible al tacto y solo con que le rocen ya se sobresalta.
A9FB7299,El soldado más fuerte del equipo Ogro. Sonríe al machacar a sus rivales.
A9FD52BB,"Quiere un camión tuneado, pero tendrá que conformarse con tunear su bicicleta hasta que sea mayor."
AA1102FB,Cultiva calabazas de distinto tipo en su huerta. Las utiliza como ingrediente diario para sus comidas.
AA2C543F,"Invita a sus amigos a su colorido jardín, donde canta con ellos y disfruta de su compañía."
AA2CDB72,"Le cuesta mucho jugar en equipo, pero sabe poner paz tras una pelea."
AA361571,"Tras ver al espíritu de su abuela, está dispuesta a todo con tal de presenciarlo de nuevo."
AA43BC5E,Es hábil con las manos y le gusta resolver rompecabezas topológicos incluso durante las clases. A menudo se los confiscan.
AA642499,Le gustaría triunfar vendiendo aparatos electrónicos de última generación.
AA664797,"Sus grandes ojos castaños echan chiribitas. Sobre todo si ve unos panqueques, su comida favorita."
AA6FFCCF,"Es muy listo, pero no se le da nada bien explicar sus ideas."
AA8B5F47,Escucha programas extranjeros con una radio del año de la polca.
AA9BC1C3,"Tras desarrollarse en cuerpo y mente, este chaval impulsivo aún conserva su orgullo y su lengua afilada."
AA9DBB2C,Jugador polifacético con un liderazgo excepcional. Posee una gran destreza y tácticas muy ingeniosas.
AAA4D554,Orgulloso delantero del clan <LST:GARSHAR> que no se doblega ante nadie.
AAAC2BF7,El Miximax Trans de <FUL:TORB> y su padre. Surca los cielos en busca del balón.
AAB46A8D,"Jugador que dirige a su equipo como un director de orquesta. Todo un genio, que se ha ganado el apodo de ""Virtuoso ""."
AAB4E5C0,"Le dan miedo las balas de plata, pero tampoco hay muchas por ahí..."
AAB686CE,No sabe perder y puede pasar meses rabiando y planeando la venganza.
AAC32FE1,Le encantan los juegos de cartas competitivos y siempre está buscando su próximo rival.
AAEF4B3F,Tranquilo por naturaleza y un lector empedernido. Usa refranes cuando habla con los demás.
AAF46BC5,"El benjamín de la familia <LST:SHUN>, un chico travieso que idealiza a <FST:MATATAGI> y no para de hacerse moretones."
AAF99CE4,Sobresale en casi todo lo que hace. Siguió los pasos de su padre y ahora es la presidenta del Raimon.
AB0145D6,"Ilustrador aficionado de arte engañoso, con grandes sueños. Está planeando su primera exposición."
AB0A12CD,"Es muy planificador, pero si piensa demasiado, le duele el estómago."
AB2C3BD1,Se le conoce como el cerebro de la secundaria del Zeus. Dicen que posee una sabiduría divina.
AB2D2108,Provoca a los rivales a propósito para que cometan errores.
AB3601F2,Entrenador de los Caballeros Templarios y fiel lacayo del Sector Quinto.
AB3BF6D3,Es parte del coro infantil desde temprana edad. Sueña con ser el tenor principal cuando su voz madure.
AB493570,Quiere trabajar en un hotel de lujo por influencia de una serie de TV.
AB593CEE,Un guerrero desconocido que usa un pañuelo negro. Usa las mismas técnicas que <FUL:ASUTO>.
AB66BF63,Se dice que este portero es capaz de parar el balón de un mordisco. Posee el valor de un guerrero.
AB74ECF9,"Participa a menudo en fiestas locales como voluntario, representando antiguas leyendas."
AB768FF7,Su profesor siempre la castiga porque va a clase con unos trajes muy estrafalarios.
AB7C996D,Un tipo popular al que le quedan muy bien las gafas. O al menos eso es lo que él dice...
AB957319,"Alegre y directo, se pone eufórico cada vez que su hermano brilla sobre el campo."
ABA42DA0,"Lleva el fútbol en las venas, como toda su familia. Es fan de lo sobrenatural."
ABA64EAE,"Los estudios no son su fuerte, así que optó por convertirse en un futbolista profesional."
ABAD96F8,"Siempre se está quejando, pero nunca hace nada para mejorar su situación."
ABD368CC,Una fiera construyendo oraciones subordinadas en la clase de lengua.
ABEE3E08,"Un cantante de ""folk "" de Magmavís con una voz grave y una mirada seria que gusta al público de mayor edad."
ABEEB145,Su afán por el deporte le llevó a convertir su casa en un gimnasio.
ABF47F46,Despreocupado pero es un gran goleador. Nadie osa interponerse en su camino.
AC08ED0A,Su familia tiene un próspero negocio de cultivo y venta de lirios.
AC15C00B,"El juego aéreo es lo suyo; si salta, parece un ave surcando los cielos."
AC1F2CBD,Usa pura provocación para sembrar el caos en el campo. ¡Ahora está bajo el control de los Devoramentes!
AC325E0F,La cariñosa y amigable tutora de la Clase 1-A. Todos la adoran.
AC36714C,"No sabe tocar, pero arrasa en el escenario con sus increíbles movimientos de guitarra aérea."
AC3FA92E,<LST:BERVIEW> lo invitó a jugar al fútbol y es casi tan bueno jugando al fútbol como comentando los partidos.
AC409DAC,Tiene muchos electrodomésticos y los alquila a quien se los pide.
AC6A7BC4,"Va al hospital por cualquier cosa, por pequeña que sea. Las enfermeras ya le conocen."
AC6F17BF,"Parece amable, pero tiene un carácter de mil demonios. No hagas enfadar a este portero."
AC7D4425,Un soldado valeroso que siempre va hacia el frente. Capitán del club de juegos de supervivencia.
AC7F272B,Le fascina el cemento y quiere que todo el mundo comparta su pasión.
AC8F9DB7,"Chico responsable, octavo de once hermanos. Juega en cualquier puesto."
ACA43E24,"No confía más que en sus gatos, porque teme que las personas le tomen el pelo."
ACAFE672,Tiene un sexto sentido para encontrar rocas extrañas analizando el terreno de un vistazo.
ACB9856E,"Es una chica hogareña, pero los paseos nocturnos con su perro acaban en peleas."
ACC8938A,Esta chica de Owari hace tofu y está coladita por <FLC:SHINDO>.
ACD05DBD,"Le interesa mucho el supercross, el que tiene los obstáculos raros."
ACD0A528,"Joven que siente un gran respeto por <FUL:YUTO>, cuyo apellido es parecido. Sin embargo, sus habilidades no se parecen en nada."
ACDAC010,Su voz firme y profunda hace que todo el mundo confíe en lo que dice.
ACE45C56,Una talentosa lanzadora de jabalina. Sus limpios y elegantes tiros hacen las delicias del público.
ACE71999,Peluquero que si ve a un futbolista siente la tentación de raparlo.
ACE796D4,"Alegre, pero le gustan los espacios oscuros y cerrados. Lo encontrarás echándose una siesta en algún rincón."
ACFDD79A,"Nació para aplastar, pero es demasiado amable como para hacer daño. Juega con pura pasión y cero maldad."
ACFF3BD9,"Tiene respuesta para todo, pero solo sabe decir ""¡Vaya! "" en los momentos más inoportunos."
AD0AF9BD,Creció junto con <FLA:MAHORO> y con <FLC:AMAGI>. Jugaban juntos al fútbol a menudo.
AD12CF1F,El carismático capitán del club de fútbol Raimon. Tiene grandes dotes de liderazgo.
AD18AA27,A nadie le salen las tartas Selva Negra tan ricas como a ella.
AD2573AE,Es un maestro de artes marciales conocido por destrozar a sus oponentes.
AD25FCE3,Recoge piedras preciosas y siempre tiene la mirada hacia el suelo para encontrar nuevos ejemplares.
AD263661,"Patosa y despistada, pero adorable. Se tropieza fácilmente porque se olvida de atarse los zapatos."
AD29F49E,Un hombre enigmático que dirige a su equipo con una energía implacable.
AD2C66E6,Se rumora que puede escuchar voces provenientes del inframundo. Sus habilidades individuales están a la altura del propio <FST:SATAN>.
AD3FBDAD,"Obsesionado con embellecerlo todo. Reparte folletos, pero se olvida de cuidar su rebelde melena."
AD4DF780,Es tan inteligente que le han ofrecido estudiar en un instituto de élite.
AD58EC1A,Es un jugador polivalente. Se le da bien tanto la defensa como el ataque.
AD665413,Le gusta sorprender a los demás con sus trucos de magia.
AD6D8C45,¡Cuidado con este chico! Su juego de pies es digno de un marsupial.
AD8278D6,Es el capitán de los Dragones de Fuego. Es tan rápido que lo llaman “el céfiro coreano”.
AD82F79B,Es de salud débil. Parece que se va a caer en cualquier momento.
ADA5832B,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
ADA811F3,"Se asusta con mucha facilidad, pero se esfuerza mucho."
ADAD7D88,Las armas de este delantero son su impasibilidad y su enigmática sonrisa.
ADBADD14,Un defensa veloz como un hámster que hace inexpugnable su portería.
ADBD4D1C,"Cuando sale a la calle, pone especial cuidado en mantener su cara oculta."
ADBDC251,Tiene los ojos de distinto color y una excesiva confianza en sí mismo.
ADBF2E12,Tiene mucha labia y sus arengas al equipo despiertan gran entusiasmo.
ADCA873D,"Un montañero experto y recio, con una gran frialdad para tomar decisiones."
ADD7AA3C,"Por fuera es una persona agradable, pero por dentro tiene un frío instinto asesino. Hará lo que sea para ganar."
ADDD468A,Es tan rápido que sus rivales pierden toda esperanza. ¡Ahora está bajo el control de los Devoramentes!
ADEF7CF4,Disparó una alarma de incendio al inundar el club con incienso y aún así jura que fue relajante.
ADF03438,"Reportero de Superonce, famoso por su redacción ingeniosa y realista. De lo mejor del periodismo sobre fútbol."
ADF8B804,El entrenador del Poderosa Fe. Siempre quiere conseguir la victoria a cualquier precio.
AE0623F5,Le gusta mirar un mapa e imaginarse que viaja a muchos lugares.
AE06ACB8,"Por desgracia, su alergia al marisco impide que pruebe la langosta."
